Judul,Gambar,Sumber Gambar,Alat dan Bahan,Langkah,Jenis,Sumber Artikel,Artikel Serupa
Kerajinan Tempat Pensil dari Botol Plastik Bekas,kerajinan_tempat_pensil_dari_botol_plastik_bekas.jpg,-,"['1 botol plastik berukuran sedang dari bekas minuman apa saja', 'Cutter atau gunting', 'Lem khusus plastik', 'Sendok plastik', 'Kuas dan cat warna atau kertas flanel']","['Potong bagian atas botol atau sekitar ¼ dari botol tersebut.', 'Apabila botol tersebut terdapat plastik yang menutupi, hilangkan plastik label tersebut.', 'Berilah warna pada botol tersebut menggunakan cat warna sesuai keinginan.', 'Jika kamu tidak memiliki cat, kamu bisa menggunakan kertas flanel sebagai gantinya, dengan banyak kertas yang berbeda kamu bisa berkrasi sekreatif mungkin, contohnya seperti digambar', 'Bagian bekas potongan botol yang terlihat kasar bisa dihaluskan menggunakan penghalus seperti amplas atau bisa juga ditutup menggunakan selotip.']",plastik,https://www.pinhome.id/blog/kerajinan-dari-sampah-plastik/,"['Kerajinan Bunga Hias dari Botol Plastik Bekas', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas', 'Lampu Hias dari Botol Plastik Bekas', 'Pot Bunga dari Botol Plastik Bekas', 'Kerajinan Celengan Anak dari Botol Plastik Bekas']"
Kerajinan Celengan Anak dari Botol Plastik Bekas,kerajinan_celengan_anak_dari_botol_plastik_bekas.jpg,-,"['2 botol plastik', 'Lem atau selotip', 'Gunting atau cutter', 'Aksesoris mata boneka', 'Kuas dan cat warna atau kertas flanel']","['Potong bagian atas botol atau sekitar ¼ dari botol tersebut.', 'Apabila botol tersebut terdapat plastik yang menutupi, hilangkan plastik label tersebut.', 'Berilah warna pada botol tersebut menggunakan cat warna sesuai keinginan.', 'Jika kamu tidak memiliki cat, kamu bisa menggunakan kertas flanel sebagai gantinya, dengan banyak kertas yang berbeda kamu bisa berkrasi sekreatif mungkin, contohnya seperti digambar', 'Bagian bekas potongan botol yang terlihat kasar bisa dihaluskan menggunakan penghalus seperti amplas atau bisa juga ditutup menggunakan selotip.']",plastik,https://www.pinhome.id/blog/kerajinan-dari-sampah-plastik/,"['Celengan Babi dari Botol Plastik', 'Pot Bunga dari Botol Plastik Bekas', 'Kerajinan Bunga Hias dari Botol Plastik Bekas', 'Kerajinan Tempat Pensil dari Botol Plastik Bekas', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas']"
Kerajinan Bunga Hias dari Botol Plastik Bekas,kerajinan_bunga_hias_dari_botol_plastik_bekas.jpg,-,"['1 pcs botol plastik', 'Lem atau selotip', 'Gunting atau cutter', 'Aksesoris mata boneka', 'Cat warna', 'Kuas']","['Potong botol menjadi dua bagian menggunakan gunting.', 'Masing-masing potongan botol sekarang dibelah menjadi dua bagian lagi, sehingga menghasilkan empat potongan botol.', 'Dari masing-masing potongan tersebut, gambarlah pola menyerupai kelopak bunga menggunakan spidol atau alat lainnya.', 'Buatlah ukuran yang berbeda, namun berurutan dari ukuran kecil hingga besar.', 'Setelah pola sudah digambar, potonglah menggunakan gunting serapi mungkin.', 'Apabila sudah terpotong seluruhnya, mulailah dirangkai terlebih dahulu dan jika sudah mantap, rekatkan satu sama lain menggunakan lem.', 'Rekatkan sampai potongan pola tadi membentuk bunga pada umumnya, kemudian sisihkan terlebih dahulu.', 'Buatlah tangkai menggunakan kawat tipis dengan dua atau tiga lapis agar lebih kuat.', 'Tangkai daun juga dibuat menggunakan kawat tipis, namun hanya satu lapis saja.', 'Sambungkan terlebih dahulu tangkai daun ke tangkai utama dengan cara melilitkan satu sama lain.', 'Lapisi kawat tersebut menggunakan sedotan. Caranya tinggal membelah sedotan secara memanjang pada salah satu sisinya, kemudian lilitkan ke kawat tersebut. Sesuaikan dengan panjang tangkai.', 'Agar terlilit sempurna, kamu bisa menggunakan lem atau selotip untuk merekatkannya.', 'Sisihkan tangkai tersebut dan sekarang buatlah daunnya seperti langkah awal ketika membentuk bunga. Namun pastikan ukuran daun lebih besar dibandingkan dengan bunga.', 'Beri warna terlebih dahulu pada bunga sesuai keinginan masing-masing. Warnai daunnya menggunakan warna hijau agar terlihat masih segar.', 'Biarkan cat warna mengering sempurna sebelum nantinya disambungkan ke tangkai.', 'Setelah mengering, mulailah menempatkannya ke tangkai yang sudah dibuat sebelumnya.', 'Pemasangan pada bunga, kamu bisa memanfaatkan celah kecil bagian bawah bunga untuk tempat kawat.', 'Sedangkan untuk pemasangan daunnya bisa menggunakan lem.', 'Bunga hias hasil kerajinan dari sampah plastik sudah jadi dan bisa kamu tempatkan dimana saja.']",plastik,https://www.pinhome.id/blog/kerajinan-dari-sampah-plastik/,"['Pot Bunga dari Botol Plastik Bekas', 'Kerajinan Tempat Pensil dari Botol Plastik Bekas', 'Kerajinan Celengan Anak dari Botol Plastik Bekas', 'Lampu Hias dari Botol Plastik Bekas', 'Pot Bunga dari Botol Kaca yang Dicat Berwarna']"
Kerajinan Tempat Charger HP dari Botol Plastik Bekas,kerajinan_tempat_charger_hp_dari_botol_plastik_bekas.jpg,-,"['Botol minuman 1 liter', 'Paku dan palu', 'Cutter atau gunting']","['Langkah awal membuat kerajinan dari sampah plastik adalah dengan memotong terlebih dahulu botol dengan tinggi sesuai ponsel dari bawah. Tingginya bisa dinaikkan sedikit agar tidak terlalu mepet.', 'Belah potongan botol bawah tadi sampai setengah saja.', 'Hilangkan salah satu sisinya karena nanti digunakan untuk tempat ponsel.', 'Sekarang, buatlah lubang di bagian atas botol sebagai lubang menempatkan paku.', 'Buatlah lubang di bawah lubang sebelumnya dengan ukuran sesuai kabel USB masing-masing.', 'Tempatkan paku di dekat tempat pengisian daya.', 'Tempatkan botol tadi ke paku yang sudah terpasang dan tempat charger HP sudah jadi.', 'Kamu juga bisa memberinya warna atau kreasi lain agar tidak terlalu sederhana.']",plastik,https://www.pinhome.id/blog/kerajinan-dari-sampah-plastik/,"['Kerajinan Tempat Pensil dari Botol Plastik Bekas', 'Kerajinan Celengan Anak dari Botol Plastik Bekas', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas', 'Kerajinan Bunga Hias dari Botol Plastik Bekas', 'Pot Bunga dari Botol Plastik Bekas']"
Lampu Hias Nanas Istimewa Dari Sendok Plastik,lampu_hias_nanas_istimewa_dari_sendok_plastik.jpg,-,"['Lampu + kabel', 'Satu botol plastik (botol soda lebar)', 'Sekitar 200 sendok plastik', 'Cat untuk sendok (warna kuning)', 'Karton hijau', 'Lem tembak', 'Pisau kerajinan', 'Gunting tajam']","['Pertama kita akan menggunting 150 sendok plastik sisanya kita buat untuk jaga-jaga, lalu setelah selasai menggunting kita lubangi sisi bawah botol plastik bekas dengan cater / cutter. Hati-hati saat melakukannya.', 'Selanjutnya kita mengecat (warna kuning) sendok plastik dengan rata. Setelah cat mengering barulah kita tempel sendok plastik itu dengan menggunakan lem tembak.', 'Gambar daun nanas di karton hijau, lalu gunting. Kemudian setelah selesai barulah sahabat menempelkannya di atas lampu hias itu.  Hati-hati saat menempelnya agar sendok plastik yang belum kering tidak terlepas.', 'Lubangi tutup botol dengan paku atau alat bor seukuran kabel.', 'Lalu masukkan kabel melalui lubang botol tadi. Buatlah simpul dengan cara mengikat kabel, supaya kabel tidak lepas.', 'Kemudian sahabat memasang fitting lampu, terus masukkan fitting tadi ke dalam lubang botol, lalu pasangkan juga lampu.', 'Lampu hias siap ditempatkan di ruangan mana saja.']",plastik,https://kreatorkerajinan.blogspot.com/2018/05/cara-membuat-lampu-hias-dari-sendok-plastik.html,"['Lampu Hias Berbentuk Nanas dari Botol Plastik dan Sendok Plastik', 'Lampu Hias Berbentuk Nanas', 'Membuat Cermin Hias Dari Sendok Plastik', 'Vas Sendok Plastik', 'Lampu Hias dari Botol Plastik Bekas']"
Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas,lampion_botol_berbentuk_bunga_dari_botol_plastik_bekas.jpg,-,"['Botol plastik bekas', 'Gunting', 'Cat semprot transparan', 'Lilin LED']","['Pertama-tama, bersihkan botol plastik bekas dan pastikan tidak ada sisa minuman atau cairan lainnya di dalamnya. Kemudian, potong bagian bawah botol menggunakan gunting atau pisau. Pastikan bagian bawah botol dipotong rata dan bersih.', 'Setelah itu, potong kelopak bunga pada sisi botol plastik yang sudah dipotong. Untuk membuat kelopak bunga, gunakan gunting untuk memotong tiga segitiga kecil di sisi botol, masing-masing berjarak 120 derajat satu sama lain.', 'Setelah kelopak bunga sudah dipotong, cat bagian dalam botol dengan cat semprot transparan. Pastikan cat merata dan tidak ada bagian yang tidak terkena cat. Biarkan cat kering selama beberapa menit sebelum melanjutkan ke langkah selanjutnya.', 'Setelah cat kering, tempatkan lilin LED di dalam botol. Anda dapat membeli lilin LED di toko dekorasi rumah atau toko online. Letakkan lilin LED dengan hati-hati agar posisinya stabil dan tidak bergerak.', 'Setelah lilin LED ditempatkan dengan benar, rapatkan kembali kelopak bunga ke dalam bentuk aslinya dan lampion botol berbentuk bunga siap digunakan. Anda dapat menambahkan dekorasi tambahan seperti pita atau kertas krep jika diinginkan.']",plastik,https://www.bumiku.web.id/2013/07/lampion-plastik.html,"['Lampion Botol bertemakan Putri Duyung dari Botol Plastik Bekas', 'Lampion Botol Kaca', 'Lampu Hias dari Botol Plastik Bekas', 'Pot Bunga dari Botol Plastik Bekas', 'Kerajinan Tempat Pensil dari Botol Plastik Bekas']"
Lampion Botol bertemakan Putri Duyung dari Botol Plastik Bekas,lampion_botol_bertemakan_putri_duyungdari_botol_plastik_bekas.jpg,-,"['Botol bekas dengan tutup', 'Kertas vellum', 'Cat semprot warna biru dan hijau', 'Gunting atau cutter', 'Lem putih', 'Lampu led kecil', 'Gambar siluet putri duyung (mermaid) atau bisa dicetak dari internet', 'Stiker bintang atau perhiasan lainnya (opsional)']","['Bersihkan botol bekas, Bersihkan dari sisa-sisa label atau residu apapun. Jika menggunakan botol bekas, pastikan tidak ada sisa bahan dalam botol, kemudian dicuci hingga bersih dan dikeringkan.', 'Ambil lem putih dan oleskan ke seluruh permukaan botol bekas secara merata.', 'Tempelkan gambar siluet putri duyung ke botol bekas. Pastikan gambar tersebut berada pada posisi yang diinginkan dan tidak terlipat.', 'Biarkan lem kering, kemudian tempelkan bintang atau perhiasan lainnya pada botol bekas sesuai dengan selera. Biarkan lem kering sepenuhnya.', 'Semprotkan cat, semprot warna hijau pada botol bekas dari bagian bawah ke atas, sehingga warna semakin terang ke atas. Biarkan kering selama beberapa menit.', 'Setelah kering, semprotkan cat semprot warna biru di bagian atas botol bekas dan semprotkan dengan gerakan yang sama seperti pada langkah 6. Biarkan kering selama beberapa menit.', 'Tunggu sampai kering', 'Buat lubang kecil pada tutup botol bekas menggunakan gunting atau cutter. Lubang ini dibuat untuk menaruh lampu led kecil.', 'Setelah cat kering sepenuhnya, potong kertas vellum menjadi ukuran yang sama dengan botol bekas dan masukkan ke dalam botol bekas.', 'Masukkan lampu led, masukkan lewat lubang pada tutup botol bekas dan pasangkan tutupnya kembali.', 'Lampion botol mermaid siap untuk digunakan!', 'Saat lampu dinyalakan, siluet putri duyung akan terlihat jelas melalui kertas vellum yang tersemat pada botol plastik bekas.']",plastik,https://www.bumiku.web.id/2013/07/lampion-plastik.html,"['Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas', 'Lampion Botol Kaca', 'Kerajinan Tempat Pensil dari Botol Plastik Bekas', 'Lampu Hias dari Botol Plastik Bekas', 'Pot Bunga dari Botol Plastik Bekas']"
Membuat Tanaman Bonsai dari Tali Rafia,membuat_tanaman_bonsai_dari_tali_rafia.jpg,-,"['Tali rafia', 'Kantong kresek', 'Kawat', 'Tang', 'Gunting', 'Lilin atau korek api', 'Bahan malam', 'Vas']","['Siapkan tali rafia sepanjang 40 cm. Ratakan permukaan tali rafia. Lalu lipat menjadi 2 bagian, dan pangkal lipatan anda potong menggunakan gunting. Ulangi melipat kembali tali rafia ini.', 'Tempatkan ujung tali rafia pada alas yang keras. Seperti dasar piring. Dengan bantuan pinset anda sisir tali rafia sehingga membentuk tekstur yang halus dan lembut. Anda bisa pula menyikatnya dengan sisir rambut.', 'Ulang kembali pada sisi ujung yang satunya. Anda sisir pula sampai tali rafia lebih halus.', 'Ulangi kembali dengan melipat tali rafia. Potong pangkal lipatan dengan gunting dan sisir kembali. Ulang proses ini sampai anda mendapatkan lipatan tali rafia terkecil.', 'Gunakan tali kawat dan ikat pada bagian tengah tali rafia yang sudah disisir halus ini.', 'Untuk mengukir tali kawat, anda gunakan tang untuk proses memilinnya.', 'Rapikan bentuk tali rafia dengan menggunting bagian serpihan tali rafia yang terlalu mencuat keluar.', 'Dengan bantuan korek api atau lilin, dekatkan ujung tali rafia yang telah dibentuk ini sehingga akan ujung-ujung tali rafia akan menggulung. Jangan terlalu dekat dengan api agar tali rafia tidak terbakar dan meleleh.', 'Kantong plastik yang sudah disiapkan sebelumnya potong menjadi penampang plastik seperti pita. Disini anda bisa menggunakan kantong plastik warna hitam atau hijau tua yang akan dijadikan batang ranting tanaman bonsai ini.', 'Balutan pada kawat dan pada ujungnya balutan plastik, anda manfaatkan panas api untuk merekatkan plastik dengan kawat.', 'Anda sudah mendapatkan satu bagian. Ulangi proses ini sampai jumlah tertentu sesuai dengan bentuk bonsai yang akan anda hasilkan.', 'Gabungkan 2 atau lebih bagian ini dengan saling melilitkan kawat tangkainya. Lalu setelah itu ada balut kembali dengan penampang plastik dan pada ujungnya, anda gunakan panas api untuk menyatukannya dengan ranting kawat.', 'Ulangi proses diatas sampai anda mendapatkan bentuk tanaman bonsai seperti yang anda harapkan.', 'Untuk bagian yang perlu dibuat keriting pada serpihan tali rafia yang halus anda gunakan panas api.', 'Anda siapkan vas bunga dan isi dengan bahan malam, lalu sematkan tanaman bonsai yang sudah membentuk ini pada malam. Untuk menambahkan kesan yang lebih alami, anda tambahkan potongan serpihan Talia rafia yang halus pada permukaan malam. Sehingga memiliki kesan daun atau bunga yang gugur di tanah.']",plastik,https://www.bumiku.web.id/2023/04/diy-bonsai-dari-tali-rafia.html,"['Hiasan Berbentuk Kaktus', 'Vas Bunga Lukis', 'Membuat Pupuk Kompos dari Daun Hijau', 'Membuat Terarium Sederhana dari Botol atau Toples Bekas', 'Sarung Kabel dari Kain Perca']"
Lampu Hias Berbentuk Nanas dari Botol Plastik dan Sendok Plastik,lampu_hias_berbentuk_nanas_dari_botol_plastik_dan_sendok_plastik.jpg,-,"['Cat atau pylox yang warnanya kuning', 'Tiang untuk mendirikan lampu', 'Tang dan obeng', 'Pisau dan gunting', 'Lem', 'Kertas folio yang warnanya hijau', 'Sendok plastik', 'Botol plastik bekas', 'Lampu']","['Potong botol plastik bekas dengan bentuk tabung supaya mirip dengan buah nanas.', 'Aplikasikan cat warna kuning yang sudah disiapkan pada bagian kepala sendok plastik dan keringkan.', 'Setelah kering, potong gagang sendok karena yang akan digunakan nanti hanya bagian kepalanya saja.', 'Selanjutnya, susun serta tempel kepala sendok tadi pada botol bekas yang sudah disiapkan. Penyusunannya sebaiknya dilakukan secara beraturan sampai membentuk buah nanas.', 'Untuk ilustrasi daunnya, manfaatkan saja kertas folio hijau. Pertama, gunting kertas tersebut memanjang kemudian tempelkan pada bagian atas lampu hias. Bentuk-bentuk kertas tersebut supaya menyerupai daun aslinya ya.', 'Kalau sudah, bisa langsung pasang tiang supaya lampu hias berdiri dengan tegak dan jangan lupa, pasang lampunya juga dan coba hidupkan.']",plastik,https://kelistrikan.com/kerajinan-tangan-lampu-hias/,"['Lampu Hias Nanas Istimewa Dari Sendok Plastik', 'Lampu Hias dari Botol Plastik Bekas', 'Vas Sendok Plastik', 'Membuat Cermin Hias Dari Sendok Plastik', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas']"
Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas,kerajinan_tangan_lampu_hias_dari_botol_mizone_bekas.jpg,-,"['Lem', 'Lampu kecil yang lengkap dengan colokan, kabel dan tempat atau base lampunya', 'Alat pelubang botol, sebenarnya bisa menggunakan alat apa saja asalkan bisa membuat botol berlubang', 'Gunting atau pisau', 'Manik-manik atau rumbai-rumbai sebagai hiasan', 'Benang kasur', 'Tutup botol bekas minuman Mizone sebanyak 2 buah', '12 botol plastik Mizone bekas']","['Bersihkan lalu keringkan semua botol Mizone yang sudah disiapkan.', 'Selanjutnya, potong botol tersebut dan usahakan agar perbandingan antara bagian atas dengan bagian bawah adalah 1:2. Perlu diperhatikan, bahwa yang akan digunakan ialah bagian atas.', 'Selanjutnya, ambil salah satu potongan botol tadi lalu gunting menjadi lima bagian. Usahakan juga agar kelima bagian tersebut lebarnya sama. Proses menggunting ini dilakukan sekitar 2 cm hingga 3 cm dari leher botol atau bisa juga di lekukan yang pertama setelah leher botol. Langkah ini bisa dilakukan pada semua potongan botol yang tersedia.', 'Bagian ujung kelopak bunga tadi ditautkan ke potongan botol yang lain. Sahabat bisa menggunakan staple untuk ini dan susun tautan tadi hingga menyerupai bola.', 'Kalau sudah, bisa langsung letakkan lampu di bagian dasar kerajinan tangan ini. Supaya lampu tidak lepas, rekatkan menggunakan lem. Untuk kabel, bisa dibiarkan keluar melalui celah botol yang ada.', 'Untuk dua tutup botol, bisa dilubangi di bagian tengahnya. Selanjutnya masukkan benang kasur ke dalamnya kemudian gantungnya rumbai-rumbai di bagian bawahnya. Tutup botol tadi bisa dipasang di bagian bawah botol sedangkan untuk tutup botol lainnya bisa dipasang di bagian atas bisa dimanfaatkan untuk menggantung lampu.']",plastik,https://kelistrikan.com/kerajinan-tangan-lampu-hias/,"['Lampu Tidur Hias dari Botol Kaca Bekas', 'Membuat Kerajinan Tangan Lampu Hias Gantung Dari Botol Bekas', 'Lampu Hias dari Botol Plastik Bekas', 'Membuat Lampu Hias Dari Botol Kaca Bekas Sirup', 'Lampu Hias dari Kardus Bekas']"
Pot Tanaman Hidropnoik Hasta Karya Pramuka Modern,pot_tanaman_hidropnoik_hasta_karya_pramuka_modern.jpg,-,"['Botol plastik bekas', 'Pisau', 'Hiasan untuk mata', 'Pupuk/tanah untuk menanam', 'Tanaman']","['Siapkan bahan dan peralatan yang dibutuhkan.', 'Setelah semua sudah terkumpul, langkah selanjutnya adalah memotong botol plastik dengan pisau.', 'Ukurannya dikira-kira saja atau lihat pada gambar.', 'Beri sedikit hiasan sesuai keinginan. Jika ingin sesuai contohnya, tempelkan saja tutup botolnya sebagai mulut dan tambahkan mata boneka, lalu tempel.', 'Jangan lupa untuk melubangi bagian bawah botol agar air tidak mengendap di dalam botol.', 'Masukkan botol pupuk dan tanah ke dalam botol.', 'Masukkan bibit tanaman yang ingin ditanam.']",plastik,https://pendidikan.matamu.net/hasta-karya-pramuka/,"['Pot Bunga dari Botol Plastik Bekas', 'Pot Bunga dari Botol Kaca yang Dicat Berwarna', 'Membuat Tanaman Bonsai dari Tali Rafia', 'Pot Bunga dari Botol Kaca dengan Motif Garis', 'Kerajinan Miniatur Kebun dari Kulit Telur']"
Membuat Kerajinan Tangan Lampu Hias Gantung Dari Botol Bekas,membuat_kerajinan_tangan_lampu_hias_gantung_dari_botol_bekas.jpg,-,"['Botol plastik bekas', 'Kertas karton warna', 'Seperangkat lampu LED', 'Lem', 'Gunting', 'Cat (jika perlu)']","['Pada tahap pertama, potong bagian bawah botol plastik dengan panjang sesuai keinginan anda menggunakan gunting.', 'Pasang seperangkat lampu LED pada posisi sejajar lubang botol bagian bawah.', 'Bungkus botol dengan kertas karton warna dan rekatkan dengan menggunakan lem.', 'Pada tahap akhir, beri finishing cat jika memang perlu. Anda bisa memberi ornament-ornament sesuai dengan motif yang sedang anda buat atau anda terapkan pada kerajinan tangan lampu hias gantung dari botol bekas.', 'Selesai.']",plastik,https://www-kerajnan-info.blogspot.com/2016/01/cara-membuat-kerajinan-tangan-lampu.html,"['Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas', 'Lampu Hias dari Toples Kaca', 'Membuat Lampu Hias Dari Botol Kaca Bekas Sirup', 'Lampu Tidur Hias dari Botol Kaca Bekas', 'Lampu Hias dari Botol Plastik Bekas']"
Kreasi Lampu Tidur dari Bola Pingpong,kreasi_lampu_tidur_dari_bola_pingpong.jpg,-,"['Bola pingpong transparan (sekitar 30 buah)', 'Paku kecil', 'Palu', 'Rangkaian lampu LED berukuran kecil', 'Alat pencukil']","['Tancapkan paku menggunakan palu untuk membuat konstruksi penyangga lampu tidur pada dinding.', 'Ambil bola pingpong, gunakan pencukil untuk membuat lubang di bagian atasnya. Pastikan lubang cukup untuk dimasukkan lampu LED.', 'Masukkan lampu LED lalu gantung rangkaiannya di paku yang telah tertancap di kamar.']",plastik,https://bp-guide.id/AX2dPfFT,"['Membuat Kerajinan Tangan Lampu Hias Gantung Dari Botol Bekas', 'Lampu Tidur dari Kaleng Bekas', 'Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas', 'Lampu Hias Nanas Istimewa Dari Sendok Plastik', 'Lampu Hias dari Toples Kaca']"
Membuat Cermin Hias Dari Sendok Plastik,membuat_cermin_hias_dari_sendok_plastik.jpg,-,"['Kayu Particle Board (PB)', 'Lem tembak', 'Cermin bulat (ukuran menyesuaikan dengan keinginanmu)', 'Gunting', '70-80 buah sendok plastik berwarna putih', 'Cat semprot berwarna (sesuaikan dengan tema warna yang kamu inginkan)', 'Pita kecil/tali', 'Potongan-potongan kain', 'Cat akrilik berwarna']","['Potong-potong sendok plastik menggunakan gunting. Hingga terpisah antara gagang dan bagian cekungnya.', 'Buatlah 2 ukuran kayu berbentuk bulat. Pertama, potong kayu yang menyesuaikan dengan ukuran cermin bulat yang kamu miliki. Kedua, potong kayu dengan diameter yang lebih besar dari kayu sebelumnya.', 'Jiplak lingkaran cermin bulat tersebut tepat ditengah-tengah kayu pertama.', 'Tempelkan kain di atas rangka sehingga menutupi bolongan antara kayu yang satu dan kedua.', 'Mulailah berikan lem tembak di belakang sendokmu. Tempel sendok mulai dari tepi luar lingkaran karton. Kemudian lanjutkan dengan menempelkan sendok hingga memenuhi pigura kayu.', 'Tata sendok sedemikian rupa hingga terlihat rapi dan beraturan.', 'Jangan sisakan sedikitpun celah ya.', 'Mulailah mewarnai sendok. Semprotkan cat ke arah sendok dan juga kayu. Jangan sampai warna asli dari sendok dan kayu masih terlihat.', 'Tunggu cat semprot benar-benar kering.', 'Setelah cat kering, lakukan pengecetan dengan cat akrilik agar gradasi warnanya terpancar seperti gambar ini. Kemudian tunggu kering.', 'Tahap selanjutnya, tempelkan cermin bulat di tengah dengan lem tembak.', 'Potong pita atau tali sepanjang yang kamu inginkan. Bentuk menjadi lingkaran kemudian tempatkan di belakang pigura kayu agar bisa menggantung di dinding.']",plastik,https://berita.99.co/cara-membuat-cermin-hias/,"['Vas Sendok Plastik', 'Lampu Hias Berbentuk Nanas dari Botol Plastik dan Sendok Plastik', 'Lampu Hias dari Botol Plastik Bekas', 'Lampu Hias Nanas Istimewa Dari Sendok Plastik', 'Bunga Plastik']"
Vas Sendok Plastik,vas_sendok_plastik.jpg,-,"['Sendok plastik', 'Kaleng besar', 'Semprotan cat putih', 'Gunting', 'Lem tembak', 'Hiasan dekorasi']","['Pertama, cukup persiapkan bahan-bahannya dan bersihkan.', 'Potong semua gagang sendok menggunakan gunting.', 'Barulah cat menggunakan semprotan cat putih hingga merata.', 'Kemudian oleskan lem ke bagian tepi luar sendok dan tempelkan secara menyeluruh pada permukaan kaleng besar.', 'Kemudian hiasi dengan hiasan dekorasi, sesuaikan dengan selera.']",plastik,https://www.lezgetreal.com/kerajinan-dari-bahan-limbah/#!,"['Membuat Cermin Hias Dari Sendok Plastik', 'Pot Bunga dari Botol Plastik Bekas', 'Lampu Hias Berbentuk Nanas dari Botol Plastik dan Sendok Plastik', 'Bunga Plastik', 'Vas Bunga Dinding dari Toples Kaca']"
Boneka Pinguin Lucu dari Botol Plastik,boneka_pinguin_lucu_dari_botol_plastik.jpg,-,"['Botol air mineral bekas 2 buah (ukuran besar 1 liter)', 'Cat air atau cat minyak (warna sesuai selera)', 'Kuas', 'Gunting atau cutter', 'Lem plastik', 'Kain perca']","['Potong salah satu botol pada bagian tengahnya. Sementara botol satunya, potong sekitar 5 sentimeter dari bagian dasarnya.', 'Satukan kedua botol hingga tertutup rapat kedua lubangnya. Lem supaya tidak mudah terlepas pada bagian sambungannya.', 'Warnai semua bagian dengan cat putih. Pada salah satu sisi luar, gambar bentuk perut pinguin.', 'Beri mata dan mulut lalu warnai.', 'Siapkan kain perca, bentuk menyerupai syal pinguin. Gunting kain perca lain untuk topi pinguin.', 'Lilitkan syal pada leher pinguin dan letakkan topi di kepala pinguin.', 'Selesai.']",plastik,https://medium.com/@rjati344/kerajinan-dari-limbah-plastik-dan-cara-pembuatannya-a0c56f3eae26,"['Kerajinan Tempat Pensil dari Botol Plastik Bekas', 'Kerajinan Celengan Anak dari Botol Plastik Bekas', 'Kerajinan Boneka dari Kulit Telur', 'Kerajinan Bunga Hias dari Botol Plastik Bekas', 'Dompet Mini dari Botol Plastik']"
Kerajinan Bunga dari Kulit Jagung,kerajinan_bunga_dari_kulit_jagung.jpg,-,"['Kulit Jagung', 'Pita bunga berwarna hijau', 'Kawat', 'Pewarna makanan (sesuaikan dengan seleramu)', 'Gunting', 'Biji-bijian (Bisa kacang atau yang lainnya)']","['Keringkan kulit jagung yang sudah kamu kumpulkan terlebih dahulu.', 'Jika sudah kering, berikan warna pada kulit jagung sesuai dengan seleramu agar terlihat jadi lebih cantik.', 'Gunting kulit jagung membentuk potongan kelopak bunga.', 'Buat kembali potongan kelopak bunga dengan ukuran yang lebih kecil dari kelopak yang kamu buat sebelumnya.', 'Ambil lima helai kelopak bunga yang berukuran besar, kemudian susun secara melingkar dengan ujung saling menumpuk, rekatkan menggunakan lem agar membentuk bunga.', 'Setelah itu, susun tiga helai kelopak bunga yang berukuran lebih kecil di bagian atas kelopak bunga besar tadi.', 'Tempelkan biji-bijian kering di bagian tengah bunga sebagai putik.', 'Ulangi cara di atas untuk membuat bunga sesuai dengan jumlah yang kamu inginkan.', 'Siapkan kawat sepanjang 30 cm, boleh lebih atau kurang. Lapisi kawat menggunakan pita berwarna hijau dan rekatkan menggunakan lem.', 'Tempelkan bunga-bunga dari kulit jagung pada kawat yang sudah dilapisi pita hijau.']",organik,https://mamikos.com/info/contoh-produk-kerajinan-dari-limbah-lunak-organik-pljr/?halaman=2,"['Bunga Plastik', 'Vas Bunga dengan Bingkai', 'Kerajinan Bunga dari Kertas Koran', 'Tempat Lilin', 'Vas Bunga Lukis']"
Tempat Pensil dari Pelepah Pisang,tempat_pensil_dari_pelepah_pisang.jpg,-,"['Gunting', 'Lem tembak', 'Pelepah pisang kering', 'Kaleng bekas']","['Siapkan alat dan bahan terlebih dahulu.', 'Jika sudah siap, potong-potong pelepah pisang kering secara memanjang sesuai dengan bentuk anyaman yang akan kamu buat.', 'Anyam satu persatu pelepah pisang yang sudah dipotong, buat anyaman dengan jumlah yang cukup banyak.', 'Jika pelepah pisang sudah dianyam, tempelkan anyaman tersebut pada kaleng bekas menggunakan lem tembak.', 'Rapikan semua anyaman yang sudah direkatkan pada kaleng dan tunggu hingga lemnya kering.','Jika kamu ingin menambah hiasan berbentuk bunga, hati, maupun yang lainnya. Kamu dapat membuat pola tersebut pada pelepah pisang kemudian diwarnai dan ditempelkan pada tempat pensil yang sudah jadi.']",organik,https://mamikos.com/info/contoh-produk-kerajinan-dari-limbah-lunak-organik-pljr/?halaman=2,"['Kotak Pensil', 'Tempat Pensil dari Koran', 'Tempat Pensil lucu dari kaleng', 'Tempat Pensil dari Gelas Kaca', 'Tempat Pensil dari Kaleng Bekas']"
